"state","race","sex","age","edu","total"
"51","other","female","18-29","no hs",7298
"51","other","female","18-29","hs",26686
"51","other","female","18-29","some college",40820
"51","other","female","18-29","4-year college",24126
"51","other","female","18-29","post-grad",6945
"51","other","female","30-39","no hs",4183
"51","other","female","30-39","hs",10027
"51","other","female","30-39","some college",18710
"51","other","female","30-39","4-year college",26309
"51","other","female","30-39","post-grad",19240
"51","other","female","40-49","no hs",6253
"51","other","female","40-49","hs",10239
"51","other","female","40-49","some college",17309
"51","other","female","40-49","4-year college",25522
"51","other","female","40-49","post-grad",22117
"51","other","female","50-59","no hs",5915
"51","other","female","50-59","hs",11911
"51","other","female","50-59","some college",15779
"51","other","female","50-59","4-year college",18707
"51","other","female","50-59","post-grad",13034
"51","other","female","60-69","no hs",6080
"51","other","female","60-69","hs",10404
"51","other","female","60-69","some college",12352
"51","other","female","60-69","4-year college",11186
"51","other","female","60-69","post-grad",6691
"51","other","female","70+","no hs",8209
"51","other","female","70+","hs",8544
"51","other","female","70+","some college",8557
"51","other","female","70+","4-year college",7944
"51","other","female","70+","post-grad",4185
"51","other","male","18-29","no hs",8174
"51","other","male","18-29","hs",35682
"51","other","male","18-29","some college",39009
"51","other","male","18-29","4-year college",22014
"51","other","male","18-29","post-grad",4267
"51","other","male","30-39","no hs",4606
"51","other","male","30-39","hs",13799
"51","other","male","30-39","some college",20905
"51","other","male","30-39","4-year college",22277
"51","other","male","30-39","post-grad",16137
"51","other","male","40-49","no hs",6004
"51","other","male","40-49","hs",11700
"51","other","male","40-49","some college",15822
"51","other","male","40-49","4-year college",19731
"51","other","male","40-49","post-grad",21757
"51","other","male","50-59","no hs",6867
"51","other","male","50-59","hs",10352
"51","other","male","50-59","some college",13517
"51","other","male","50-59","4-year college",14582
"51","other","male","50-59","post-grad",17058
"51","other","male","60-69","no hs",4956
"51","other","male","60-69","hs",7466
"51","other","male","60-69","some college",9371
"51","other","male","60-69","4-year college",8306
"51","other","male","60-69","post-grad",9640
"51","other","male","70+","no hs",3720
"51","other","male","70+","hs",4925
"51","other","male","70+","some college",5367
"51","other","male","70+","4-year college",5776
"51","other","male","70+","post-grad",6906
"53","white","female","18-29","no hs",26864
"53","white","female","18-29","hs",96964
"53","white","female","18-29","some college",143111
"53","white","female","18-29","4-year college",84095
"53","white","female","18-29","post-grad",18283
"53","white","female","30-39","no hs",12729
"53","white","female","30-39","hs",60530
"53","white","female","30-39","some college",114993
"53","white","female","30-39","4-year college",100938
"53","white","female","30-39","post-grad",59781
"53","white","female","40-49","no hs",10287
"53","white","female","40-49","hs",52060
"53","white","female","40-49","some college",105955
"53","white","female","40-49","4-year college",80706
"53","white","female","40-49","post-grad",60975
"53","white","female","50-59","no hs",15134
"53","white","female","50-59","hs",71250
"53","white","female","50-59","some college",127742
"53","white","female","50-59","4-year college",78119
"53","white","female","50-59","post-grad",48258
"53","white","female","60-69","no hs",15287
"53","white","female","60-69","hs",80375
"53","white","female","60-69","some college",147705
"53","white","female","60-69","4-year college",76040
"53","white","female","60-69","post-grad",46783
"53","white","female","70+","no hs",22884
"53","white","female","70+","hs",108920
"53","white","female","70+","some college",130108
"53","white","female","70+","4-year college",70273
"53","white","female","70+","post-grad",47135
"53","white","male","18-29","no hs",40828
"53","white","male","18-29","hs",133294
"53","white","male","18-29","some college",140605
"53","white","male","18-29","4-year college",75216
"53","white","male","18-29","post-grad",11445
"53","white","male","30-39","no hs",19637
"53","white","male","30-39","hs",86390
"53","white","male","30-39","some college",121202
"53","white","male","30-39","4-year college",100488
"53","white","male","30-39","post-grad",44993
"53","white","male","40-49","no hs",18458
"53","white","male","40-49","hs",71937
"53","white","male","40-49","some college",107389
"53","white","male","40-49","4-year college",82651
"53","white","male","40-49","post-grad",48079
"53","white","male","50-59","no hs",21440
"53","white","male","50-59","hs",84287
"53","white","male","50-59","some college",114692
"53","white","male","50-59","4-year college",81906
"53","white","male","50-59","post-grad",46078
"53","white","male","60-69","no hs",17056
"53","white","male","60-69","hs",83076
"53","white","male","60-69","some college",129380
"53","white","male","60-69","4-year college",74379
"53","white","male","60-69","post-grad",51442
"53","white","male","70+","no hs",16226
"53","white","male","70+","hs",66381
"53","white","male","70+","some college",97097
"53","white","male","70+","4-year college",70363
"53","white","male","70+","post-grad",61036
"53","black","female","18-29","no hs",1915
"53","black","female","18-29","hs",5792
"53","black","female","18-29","some college",10720
"53","black","female","18-29","4-year college",3582
"53","black","female","18-29","post-grad",697
"53","black","female","30-39","no hs",1006
"53","black","female","30-39","hs",3322
"53","black","female","30-39","some college",7769
"53","black","female","30-39","4-year college",3896
"53","black","female","30-39","post-grad",2538
"53","black","female","40-49","no hs",871
"53","black","female","40-49","hs",2469
"53","black","female","40-49","some college",6250
"53","black","female","40-49","4-year college",2542
"53","black","female","40-49","post-grad",1963
"53","black","female","50-59","no hs",1388
"53","black","female","50-59","hs",3162
"53","black","female","50-59","some college",5220
"53","black","female","50-59","4-year college",2081
"53","black","female","50-59","post-grad",1482
"53","black","female","60-69","no hs",1126
"53","black","female","60-69","hs",2593
"53","black","female","60-69","some college",4377
"53","black","female","60-69","4-year college",1706
"53","black","female","60-69","post-grad",1147
"53","black","female","70+","no hs",1338
"53","black","female","70+","hs",1898
"53","black","female","70+","some college",2484
"53","black","female","70+","4-year college",778
"53","black","female","70+","post-grad",998
"53","black","male","18-29","no hs",2962
"53","black","male","18-29","hs",10064
"53","black","male","18-29","some college",12126
"53","black","male","18-29","4-year college",2865
"53","black","male","18-29","post-grad",430
"53","black","male","30-39","no hs",1814
"53","black","male","30-39","hs",6432
"53","black","male","30-39","some college",8896
"53","black","male","30-39","4-year college",4659
"53","black","male","30-39","post-grad",2426
"53","black","male","40-49","no hs",1735
"53","black","male","40-49","hs",5407
"53","black","male","40-49","some college",7861
"53","black","male","40-49","4-year college",3731
"53","black","male","40-49","post-grad",1857
"53","black","male","50-59","no hs",1363
"53","black","male","50-59","hs",5537
"53","black","male","50-59","some college",7679
"53","black","male","50-59","4-year college",2768
"53","black","male","50-59","post-grad",1803
"53","black","male","60-69","no hs",1323
"53","black","male","60-69","hs",3461
"53","black","male","60-69","some college",5804
"53","black","male","60-69","4-year college",1961
"53","black","male","60-69","post-grad",1327
"53","black","male","70+","no hs",661
"53","black","male","70+","hs",1379
"53","black","male","70+","some college",2541
"53","black","male","70+","4-year college",1429
"53","black","male","70+","post-grad",912
"53","other","female","18-29","no hs",14900
"53","other","female","18-29","hs",40073
"53","other","female","18-29","some college",57222
"53","other","female","18-29","4-year college",30552
"53","other","female","18-29","post-grad",6589
"53","other","female","30-39","no hs",7135
"53","other","female","30-39","hs",17575
"53","other","female","30-39","some college",31857
"53","other","female","30-39","4-year college",30871
"53","other","female","30-39","post-grad",18279
"53","other","female","40-49","no hs",8044
"53","other","female","40-49","hs",16329
"53","other","female","40-49","some college",27399
"53","other","female","40-49","4-year college",23898
"53","other","female","40-49","post-grad",18438
"53","other","female","50-59","no hs",9027
"53","other","female","50-59","hs",14382
"53","other","female","50-59","some college",23017
